method,split,seed,n,task_success,ci95_task_success,mechanical_violation_rate,ci95_mechanical_violation_rate,damage_unsafe_rate,ci95_damage_unsafe_rate,abstraction_failure_accuracy,ci95_abstraction_failure_accuracy,mechanics_retention_recall,ci95_mechanics_retention_recall,early_warning_recall,ci95_early_warning_recall,false_refinement_alarm_rate,ci95_false_refinement_alarm_rate,planning_cost,ci95_planning_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
neuro_symbolic_predicate_planner,object_affordance_transfer,2,48,0.440939,0.016524,0.294724,0.018368,0.240802,0.017189,0.319444,0.050383,0.493056,0.094780,0.246528,0.046635,0.020833,0.018518,0.207133,0.013545,0.318477,0.033373,0.009626,0.035105,0.569444,0.086359,0.458333,0.080500
neuro_symbolic_predicate_planner,object_affordance_transfer,3,48,0.419793,0.020418,0.324804,0.022021,0.264567,0.020904,0.329861,0.050996,0.454861,0.103730,0.100694,0.031875,0.010417,0.015088,0.187422,0.015197,0.365390,0.040835,-0.037799,0.042908,0.465278,0.101060,0.347222,0.083575
neuro_symbolic_predicate_planner,object_affordance_transfer,4,48,0.424917,0.018329,0.320282,0.020669,0.259400,0.018439,0.270833,0.056400,0.454861,0.100488,0.128472,0.037970,0.010417,0.015088,0.190517,0.014659,0.357348,0.036883,-0.027631,0.038280,0.472222,0.096450,0.381944,0.089651
neuro_symbolic_predicate_planner,object_affordance_transfer,5,48,0.412340,0.018796,0.329790,0.019393,0.267700,0.019637,0.302083,0.050217,0.406250,0.089623,0.131944,0.040054,0.017361,0.017506,0.185818,0.014185,0.377017,0.037057,-0.049726,0.039103,0.447917,0.088160,0.357639,0.080787
neuro_symbolic_predicate_planner,object_affordance_transfer,6,48,0.426510,0.019962,0.315212,0.022306,0.258748,0.019853,0.256944,0.053236,0.447917,0.100684,0.152778,0.047483,0.013889,0.016372,0.194361,0.016820,0.351487,0.040595,-0.024243,0.041096,0.489583,0.098906,0.375000,0.080500
neuro_symbolic_predicate_planner,object_affordance_transfer,7,48,0.424972,0.019060,0.316743,0.020306,0.260229,0.019490,0.298611,0.050501,0.454861,0.100016,0.156250,0.031376,0.010417,0.015088,0.191961,0.014360,0.355935,0.036421,-0.026728,0.039923,0.482639,0.094920,0.388889,0.085533
neuro_symbolic_predicate_planner,object_affordance_transfer,8,48,0.437954,0.015593,0.304234,0.017853,0.246483,0.016157,0.277778,0.055306,0.510417,0.090411,0.149306,0.048864,0.013889,0.021383,0.202461,0.014496,0.330283,0.032329,-0.001003,0.032770,0.531250,0.087351,0.409722,0.082507
neuro_symbolic_predicate_planner,object_affordance_transfer,9,48,0.418274,0.020778,0.320140,0.021927,0.261921,0.021631,0.298611,0.054985,0.447917,0.100213,0.135417,0.035943,0.000000,0.000000,0.189876,0.015810,0.362365,0.040442,-0.035739,0.043123,0.486111,0.101468,0.381944,0.094280
neuro_symbolic_predicate_planner,predicate_noise_shift,0,48,0.456055,0.020125,0.295325,0.021915,0.239300,0.021252,0.326389,0.054118,0.489583,0.109786,0.062500,0.031704,0.024306,0.021726,0.194296,0.016144,0.322646,0.040530,0.030867,0.042380,0.513889,0.102857,0.475694,0.102469
neuro_symbolic_predicate_planner,predicate_noise_shift,1,48,0.438835,0.024750,0.312232,0.027039,0.249832,0.023973,0.333333,0.057542,0.447917,0.116780,0.038194,0.020027,0.024306,0.021726,0.182056,0.016056,0.353122,0.048112,0.001399,0.051479,0.472222,0.111040,0.437500,0.112433
neuro_symbolic_predicate_planner,predicate_noise_shift,2,48,0.445594,0.023203,0.304620,0.024590,0.247604,0.023792,0.329861,0.057121,0.454861,0.109065,0.048611,0.025657,0.024306,0.025714,0.185658,0.015675,0.344026,0.044382,0.012664,0.048500,0.479167,0.103678,0.465278,0.104285
neuro_symbolic_predicate_planner,predicate_noise_shift,3,48,0.452184,0.021197,0.297593,0.023034,0.237877,0.021218,0.298611,0.047608,0.461806,0.105763,0.125000,0.039509,0.013889,0.021383,0.191431,0.016319,0.327698,0.041529,0.027908,0.043780,0.506944,0.103830,0.454861,0.106875
neuro_symbolic_predicate_planner,predicate_noise_shift,4,48,0.446535,0.019934,0.303786,0.021944,0.243675,0.019724,0.260417,0.050452,0.472222,0.099824,0.090278,0.033635,0.027778,0.024477,0.189668,0.013536,0.337553,0.038906,0.015232,0.041854,0.500000,0.091758,0.447917,0.090280
neuro_symbolic_predicate_planner,predicate_noise_shift,5,48,0.466772,0.019885,0.282588,0.022460,0.229748,0.020018,0.298611,0.057508,0.520833,0.109016,0.149306,0.045868,0.024306,0.027492,0.198987,0.015415,0.303089,0.038935,0.053878,0.041810,0.552083,0.103464,0.510417,0.103121
neuro_symbolic_predicate_planner,predicate_noise_shift,6,48,0.453234,0.019535,0.298606,0.022407,0.240363,0.019888,0.312500,0.048266,0.482639,0.102122,0.104167,0.041976,0.020833,0.028565,0.193676,0.014838,0.328025,0.039017,0.025637,0.041540,0.506944,0.097729,0.465278,0.094280
neuro_symbolic_predicate_planner,predicate_noise_shift,7,48,0.451192,0.021053,0.297330,0.024048,0.240189,0.021303,0.340278,0.059130,0.472222,0.111040,0.107639,0.039496,0.027778,0.026339,0.191731,0.015539,0.328797,0.042259,0.025278,0.044406,0.513889,0.104681,0.458333,0.102704
neuro_symbolic_predicate_planner,predicate_noise_shift,8,48,0.455574,0.020835,0.292825,0.022548,0.235399,0.020488,0.274306,0.051915,0.489583,0.111071,0.079861,0.030741,0.024306,0.023804,0.190472,0.015249,0.320217,0.040676,0.036250,0.043084,0.527778,0.104001,0.479167,0.105038
neuro_symbolic_predicate_planner,predicate_noise_shift,9,48,0.464948,0.021539,0.286311,0.022697,0.233761,0.021474,0.319444,0.066562,0.520833,0.107266,0.125000,0.049116,0.013889,0.013170,0.199296,0.016247,0.308842,0.041300,0.046875,0.044414,0.534722,0.102454,0.482639,0.104412
neuro_symbolic_predicate_planner,recovery_cost_pressure,0,48,0.427725,0.023887,0.305529,0.023968,0.261289,0.023655,0.288194,0.052142,0.486111,0.106028,0.232639,0.057327,0.017361,0.020027,0.210308,0.019356,0.339011,0.045689,-0.025939,0.047557,0.527778,0.104001,0.402778,0.090634
neuro_symbolic_predicate_planner,recovery_cost_pressure,1,48,0.397283,0.022028,0.339574,0.023454,0.283776,0.021745,0.281250,0.050686,0.427083,0.101035,0.086806,0.030741,0.013889,0.019043,0.189713,0.015989,0.391835,0.043212,-0.083668,0.045546,0.440972,0.097985,0.302083,0.072562
neuro_symbolic_predicate_planner,recovery_cost_pressure,2,48,0.414076,0.020569,0.312343,0.021050,0.258685,0.019863,0.315972,0.056913,0.451389,0.097243,0.204861,0.050763,0.013889,0.013170,0.204878,0.015901,0.349611,0.038869,-0.039385,0.040935,0.541667,0.095050,0.336806,0.076270
neuro_symbolic_predicate_planner,recovery_cost_pressure,3,48,0.402488,0.020836,0.334687,0.022162,0.276585,0.019419,0.281250,0.059288,0.444444,0.098392,0.114583,0.024133,0.006944,0.009522,0.193443,0.015329,0.381120,0.039305,-0.072017,0.042126,0.458333,0.094551,0.302083,0.069906
neuro_symbolic_predicate_planner,recovery_cost_pressure,4,48,0.402567,0.023920,0.333289,0.024987,0.279744,0.023505,0.326389,0.057508,0.434028,0.105986,0.135417,0.050217,0.006944,0.009522,0.191496,0.018345,0.383310,0.046803,-0.072584,0.048558,0.451389,0.105188,0.302083,0.078811
neuro_symbolic_predicate_planner,recovery_cost_pressure,5,48,0.412674,0.022252,0.322678,0.023425,0.269662,0.021401,0.291667,0.051005,0.461806,0.100252,0.142361,0.050530,0.010417,0.011534,0.198781,0.016931,0.362718,0.042942,-0.052124,0.045196,0.489583,0.098906,0.347222,0.081860
neuro_symbolic_predicate_planner,recovery_cost_pressure,6,48,0.433910,0.021086,0.303691,0.020836,0.254737,0.019662,0.305556,0.054444,0.510417,0.095500,0.208333,0.061898,0.010417,0.011534,0.217324,0.018480,0.327930,0.038802,-0.016918,0.040925,0.534722,0.090700,0.430556,0.082435
neuro_symbolic_predicate_planner,recovery_cost_pressure,7,48,0.399855,0.024185,0.339723,0.024898,0.280410,0.023611,0.298611,0.057508,0.420139,0.103388,0.072917,0.034942,0.013889,0.013170,0.188958,0.017405,0.390363,0.046266,-0.078442,0.048847,0.434028,0.099542,0.322917,0.076836
neuro_symbolic_predicate_planner,recovery_cost_pressure,8,48,0.397760,0.021184,0.327569,0.020935,0.274402,0.021045,0.336806,0.057121,0.375000,0.096040,0.187500,0.045230,0.010417,0.015088,0.191085,0.015038,0.380744,0.040022,-0.070056,0.042988,0.482639,0.092395,0.295139,0.062461
neuro_symbolic_predicate_planner,recovery_cost_pressure,9,48,0.384547,0.024803,0.354046,0.024460,0.291759,0.023455,0.288194,0.049346,0.378472,0.094170,0.118056,0.033635,0.020833,0.020917,0.182540,0.015019,0.417529,0.045870,-0.107533,0.050341,0.399306,0.089535,0.277778,0.073002
oracle_mechanics_preserving_planner,combined_adversarial_abstraction,0,48,0.490964,0.017561,0.217316,0.007535,0.179235,0.009029,1.000000,0.000000,0.875000,0.094551,0.003472,0.006806,0.000000,0.000000,0.255025,0.012607,0.138003,0.017696,0.128762,0.020753,1.000000,0.000000,0.430556,0.128974
oracle_mechanics_preserving_planner,combined_adversarial_abstraction,1,48,0.491099,0.017709,0.216833,0.008164,0.179929,0.009269,1.000000,0.000000,0.875000,0.094551,0.003472,0.006806,0.000000,0.000000,0.255025,0.012607,0.138087,0.017701,0.128676,0.021436,1.000000,0.000000,0.413194,0.126812
oracle_mechanics_preserving_planner,combined_adversarial_abstraction,2,48,0.492544,0.017459,0.217187,0.007666,0.175625,0.009487,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.255025,0.012607,0.137146,0.017528,0.133015,0.020638,1.000000,0.000000,0.447917,0.124237
oracle_mechanics_preserving_planner,combined_adversarial_abstraction,3,48,0.491667,0.017593,0.216482,0.007509,0.178779,0.008738,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.255025,0.012607,0.137619,0.017668,0.130276,0.020560,1.000000,0.000000,0.440972,0.125500
oracle_mechanics_preserving_planner,combined_adversarial_abstraction,4,48,0.491761,0.017153,0.217021,0.007468,0.177703,0.009228,1.000000,0.000000,0.875000,0.094551,0.003472,0.006806,0.000000,0.000000,0.255025,0.012607,0.137294,0.017547,0.130832,0.020072,1.000000,0.000000,0.451389,0.123398
oracle_mechanics_preserving_planner,combined_adversarial_abstraction,5,48,0.491978,0.017143,0.217080,0.007549,0.176975,0.008825,1.000000,0.000000,0.875000,0.094551,0.003472,0.006806,0.000000,0.000000,0.255025,0.012607,0.137157,0.017530,0.131539,0.019897,1.000000,0.000000,0.416667,0.125692
oracle_mechanics_preserving_planner,combined_adversarial_abstraction,6,48,0.491434,0.017340,0.216672,0.007934,0.179430,0.009443,1.000000,0.000000,0.875000,0.094551,0.006944,0.009522,0.000000,0.000000,0.255025,0.012607,0.137679,0.017567,0.129464,0.021019,1.000000,0.000000,0.416667,0.126068
oracle_mechanics_preserving_planner,combined_adversarial_abstraction,7,48,0.491901,0.017166,0.216850,0.007269,0.177592,0.009390,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.255025,0.012607,0.137199,0.017638,0.131152,0.019993,1.000000,0.000000,0.427083,0.124523
oracle_mechanics_preserving_planner,combined_adversarial_abstraction,8,48,0.490593,0.017455,0.217809,0.007224,0.179131,0.009037,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.255025,0.012607,0.138069,0.017686,0.128180,0.020421,1.000000,0.000000,0.458333,0.122065
oracle_mechanics_preserving_planner,combined_adversarial_abstraction,9,48,0.490596,0.017459,0.217697,0.007534,0.179266,0.009043,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.255025,0.012607,0.138086,0.017719,0.128150,0.020355,1.000000,0.000000,0.440972,0.126626
oracle_mechanics_preserving_planner,geometry_tolerance_shift,0,48,0.541859,0.016873,0.183986,0.007575,0.149525,0.008044,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.246312,0.012583,0.116710,0.015410,0.224038,0.018994,1.000000,0.000000,0.798611,0.083646
oracle_mechanics_preserving_planner,geometry_tolerance_shift,1,48,0.543251,0.016693,0.182201,0.007193,0.149298,0.008145,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.246312,0.012583,0.115890,0.015297,0.226628,0.018795,1.000000,0.000000,0.819444,0.089585
oracle_mechanics_preserving_planner,geometry_tolerance_shift,2,48,0.543589,0.016717,0.182207,0.008018,0.148531,0.007862,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.246312,0.012583,0.115709,0.015363,0.227515,0.019059,1.000000,0.000000,0.812500,0.083457
oracle_mechanics_preserving_planner,geometry_tolerance_shift,3,48,0.543339,0.016683,0.182264,0.007061,0.149041,0.008430,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.246312,0.012583,0.115898,0.015275,0.226866,0.018668,1.000000,0.000000,0.798611,0.094280
oracle_mechanics_preserving_planner,geometry_tolerance_shift,4,48,0.541576,0.016627,0.183908,0.007157,0.150540,0.008335,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.246312,0.012583,0.116702,0.015401,0.223069,0.018854,1.000000,0.000000,0.798611,0.086973
oracle_mechanics_preserving_planner,geometry_tolerance_shift,5,48,0.543408,0.016601,0.182551,0.007493,0.148409,0.008184,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.246312,0.012583,0.115742,0.015288,0.227222,0.018892,1.000000,0.000000,0.798611,0.085325
oracle_mechanics_preserving_planner,geometry_tolerance_shift,6,48,0.543192,0.016556,0.181856,0.007242,0.150113,0.008545,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.246312,0.012583,0.115811,0.015339,0.226183,0.018804,1.000000,0.000000,0.791667,0.091500
oracle_mechanics_preserving_planner,geometry_tolerance_shift,7,48,0.542580,0.016888,0.182878,0.007414,0.149808,0.008631,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.246312,0.012583,0.116329,0.015419,0.225198,0.019331,1.000000,0.000000,0.788194,0.093160
oracle_mechanics_preserving_planner,geometry_tolerance_shift,8,48,0.542384,0.016727,0.183493,0.007339,0.149341,0.008661,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.246312,0.012583,0.116320,0.015384,0.224981,0.019333,1.000000,0.000000,0.819444,0.085256
oracle_mechanics_preserving_planner,geometry_tolerance_shift,9,48,0.541266,0.016702,0.184617,0.007305,0.150148,0.008709,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.246312,0.012583,0.116964,0.015455,0.222630,0.018977,1.000000,0.000000,0.795139,0.088204
oracle_mechanics_preserving_planner,language_ambiguity_shift,0,48,0.558602,0.015807,0.168644,0.006696,0.141981,0.008189,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.245800,0.012582,0.108390,0.014498,0.255326,0.017214,1.000000,0.000000,0.878472,0.067903
oracle_mechanics_preserving_planner,language_ambiguity_shift,1,48,0.559098,0.016126,0.168553,0.006534,0.140968,0.007949,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.245800,0.012582,0.108252,0.014602,0.256604,0.017669,1.000000,0.000000,0.885417,0.066791
oracle_mechanics_preserving_planner,language_ambiguity_shift,2,48,0.557769,0.015726,0.170037,0.006444,0.141638,0.008224,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.245800,0.012582,0.108725,0.014477,0.253933,0.017148,1.000000,0.000000,0.878472,0.071962
oracle_mechanics_preserving_planner,language_ambiguity_shift,3,48,0.558220,0.016087,0.168775,0.006517,0.142785,0.008092,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.245800,0.012582,0.108783,0.014508,0.254289,0.017607,1.000000,0.000000,0.864583,0.078209
oracle_mechanics_preserving_planner,language_ambiguity_shift,4,48,0.558223,0.015707,0.168975,0.006422,0.142199,0.007907,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.245800,0.012582,0.108439,0.014486,0.254598,0.016895,1.000000,0.000000,0.878472,0.071301
oracle_mechanics_preserving_planner,language_ambiguity_shift,5,48,0.557171,0.015933,0.170831,0.006775,0.141775,0.008096,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.245800,0.012582,0.109164,0.014523,0.252775,0.017589,1.000000,0.000000,0.875000,0.068431
oracle_mechanics_preserving_planner,language_ambiguity_shift,6,48,0.558095,0.015986,0.169753,0.006357,0.141398,0.007974,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.245800,0.012582,0.108703,0.014569,0.254595,0.017434,1.000000,0.000000,0.881944,0.066651
oracle_mechanics_preserving_planner,language_ambiguity_shift,7,48,0.558182,0.015711,0.170335,0.006660,0.140018,0.007685,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.245800,0.012582,0.108461,0.014469,0.255339,0.016855,1.000000,0.000000,0.916667,0.054154
oracle_mechanics_preserving_planner,language_ambiguity_shift,8,48,0.559012,0.015805,0.168951,0.006439,0.140488,0.007622,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.245800,0.012582,0.108110,0.014418,0.256633,0.017117,1.000000,0.000000,0.878472,0.074545
oracle_mechanics_preserving_planner,language_ambiguity_shift,9,48,0.558594,0.015455,0.169076,0.006561,0.141418,0.008050,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.245800,0.012582,0.108124,0.014406,0.255473,0.017080,1.000000,0.000000,0.864583,0.066436
oracle_mechanics_preserving_planner,mechanics_ood_shift,0,48,0.522006,0.016472,0.193719,0.007046,0.171688,0.008398,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.247337,0.012586,0.125468,0.016354,0.182152,0.018409,1.000000,0.000000,0.552083,0.114737
oracle_mechanics_preserving_planner,mechanics_ood_shift,1,48,0.523676,0.016933,0.192744,0.007420,0.169582,0.008838,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.247337,0.012586,0.124869,0.016369,0.185903,0.019800,1.000000,0.000000,0.548611,0.115067
oracle_mechanics_preserving_planner,mechanics_ood_shift,2,48,0.525090,0.016405,0.190962,0.007143,0.169046,0.008653,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.247337,0.012586,0.123791,0.016160,0.188737,0.018833,1.000000,0.000000,0.579861,0.117520
oracle_mechanics_preserving_planner,mechanics_ood_shift,3,48,0.524643,0.016568,0.191180,0.007253,0.169892,0.008976,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.247337,0.012586,0.124095,0.016219,0.187555,0.019429,1.000000,0.000000,0.569444,0.113775
oracle_mechanics_preserving_planner,mechanics_ood_shift,4,48,0.524001,0.016284,0.191923,0.007226,0.169978,0.008414,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.247337,0.012586,0.124282,0.016234,0.186420,0.018386,1.000000,0.000000,0.597222,0.122194
oracle_mechanics_preserving_planner,mechanics_ood_shift,5,48,0.523834,0.016504,0.192982,0.007270,0.168564,0.008565,1.000000,0.000000,0.875000,0.094551,0.003472,0.006806,0.000000,0.000000,0.247337,0.012586,0.124474,0.016240,0.186657,0.018831,1.000000,0.000000,0.625000,0.108961
oracle_mechanics_preserving_planner,mechanics_ood_shift,6,48,0.522372,0.016218,0.193808,0.006759,0.170521,0.008676,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.247337,0.012586,0.125017,0.016282,0.183306,0.018136,1.000000,0.000000,0.593750,0.116678
oracle_mechanics_preserving_planner,mechanics_ood_shift,7,48,0.524411,0.016589,0.190914,0.007049,0.170990,0.008842,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.247337,0.012586,0.124353,0.016237,0.186687,0.019233,1.000000,0.000000,0.559028,0.120501
oracle_mechanics_preserving_planner,mechanics_ood_shift,8,48,0.524607,0.016699,0.190746,0.007008,0.170772,0.009031,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.247337,0.012586,0.124401,0.016191,0.187136,0.019204,1.000000,0.000000,0.604167,0.110737
oracle_mechanics_preserving_planner,mechanics_ood_shift,9,48,0.523979,0.016474,0.191714,0.007427,0.170374,0.008562,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.247337,0.012586,0.124362,0.016265,0.186235,0.018964,1.000000,0.000000,0.579861,0.115899
oracle_mechanics_preserving_planner,nominal_abstraction,0,48,0.590506,0.015463,0.151149,0.006524,0.134895,0.007733,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.243750,0.012576,0.097862,0.013487,0.303341,0.016502,1.000000,0.000000,0.940972,0.042939
oracle_mechanics_preserving_planner,nominal_abstraction,1,48,0.590310,0.015480,0.151205,0.006247,0.135258,0.007775,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.243750,0.012576,0.097913,0.013534,0.302851,0.016533,1.000000,0.000000,0.923611,0.052340
oracle_mechanics_preserving_planner,nominal_abstraction,2,48,0.590916,0.015655,0.150185,0.006611,0.135634,0.007611,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.243750,0.012576,0.097848,0.013452,0.303778,0.016661,1.000000,0.000000,0.937500,0.045230
oracle_mechanics_preserving_planner,nominal_abstraction,3,48,0.590994,0.015249,0.150442,0.005768,0.134993,0.007764,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.243750,0.012576,0.097540,0.013379,0.304167,0.015898,1.000000,0.000000,0.937500,0.049236
oracle_mechanics_preserving_planner,nominal_abstraction,4,48,0.589169,0.015353,0.151879,0.006113,0.136884,0.007886,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.243750,0.012576,0.098533,0.013481,0.300148,0.016133,1.000000,0.000000,0.906250,0.068019
oracle_mechanics_preserving_planner,nominal_abstraction,5,48,0.590086,0.015421,0.151241,0.006166,0.135897,0.007884,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.243750,0.012576,0.098079,0.013439,0.302145,0.016450,1.000000,0.000000,0.909722,0.061483
oracle_mechanics_preserving_planner,nominal_abstraction,6,48,0.589845,0.015412,0.151118,0.006392,0.136736,0.007934,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.243750,0.012576,0.098276,0.013483,0.301372,0.016681,1.000000,0.000000,0.913194,0.057533
oracle_mechanics_preserving_planner,nominal_abstraction,7,48,0.590203,0.015492,0.150517,0.006212,0.136893,0.007653,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.243750,0.012576,0.098145,0.013414,0.301966,0.016440,1.000000,0.000000,0.916667,0.048632
oracle_mechanics_preserving_planner,nominal_abstraction,8,48,0.590686,0.015445,0.150455,0.006197,0.135706,0.007746,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.243750,0.012576,0.097734,0.013471,0.303338,0.016476,1.000000,0.000000,0.944444,0.053569
oracle_mechanics_preserving_planner,nominal_abstraction,9,48,0.589646,0.015340,0.151324,0.005946,0.136883,0.008103,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.243750,0.012576,0.098338,0.013498,0.300947,0.016265,1.000000,0.000000,0.902778,0.067269
oracle_mechanics_preserving_planner,object_affordance_transfer,0,48,0.531865,0.016632,0.185724,0.006620,0.157164,0.008809,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.248363,0.012588,0.119727,0.015723,0.206675,0.018941,1.000000,0.000000,0.708333,0.104077
oracle_mechanics_preserving_planner,object_affordance_transfer,1,48,0.531960,0.016500,0.186325,0.007109,0.155839,0.008984,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.248363,0.012588,0.119462,0.015708,0.207375,0.019178,1.000000,0.000000,0.736111,0.100532
oracle_mechanics_preserving_planner,object_affordance_transfer,2,48,0.532815,0.016298,0.185361,0.006713,0.155299,0.008294,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.248363,0.012588,0.118925,0.015576,0.209178,0.018322,1.000000,0.000000,0.736111,0.099586
oracle_mechanics_preserving_planner,object_affordance_transfer,3,48,0.532257,0.016610,0.186151,0.007241,0.155267,0.008098,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.248363,0.012588,0.119406,0.015719,0.208185,0.018718,1.000000,0.000000,0.739583,0.093750
oracle_mechanics_preserving_planner,object_affordance_transfer,4,48,0.533760,0.016426,0.184602,0.006903,0.154464,0.008789,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.248363,0.012588,0.118553,0.015581,0.211165,0.018663,1.000000,0.000000,0.746528,0.095293
oracle_mechanics_preserving_planner,object_affordance_transfer,5,48,0.532071,0.016631,0.186250,0.007321,0.155594,0.008355,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.248363,0.012588,0.119584,0.015665,0.207707,0.018872,1.000000,0.000000,0.750000,0.097264
oracle_mechanics_preserving_planner,object_affordance_transfer,6,48,0.532479,0.016614,0.184924,0.006987,0.156963,0.008601,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.248363,0.012588,0.119347,0.015736,0.207897,0.018981,1.000000,0.000000,0.704861,0.102584
oracle_mechanics_preserving_planner,object_affordance_transfer,7,48,0.533753,0.015879,0.184233,0.006640,0.155197,0.008428,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.248363,0.012588,0.118363,0.015294,0.210844,0.017744,1.000000,0.000000,0.725694,0.100370
oracle_mechanics_preserving_planner,object_affordance_transfer,8,48,0.533516,0.016399,0.184641,0.007067,0.154837,0.008700,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.248363,0.012588,0.118651,0.015533,0.210629,0.018693,1.000000,0.000000,0.746528,0.098707
oracle_mechanics_preserving_planner,object_affordance_transfer,9,48,0.531726,0.016712,0.186246,0.007080,0.156323,0.008401,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.248363,0.012588,0.119788,0.015730,0.206839,0.018724,1.000000,0.000000,0.736111,0.099110
oracle_mechanics_preserving_planner,predicate_noise_shift,0,48,0.551017,0.015936,0.175806,0.006622,0.144710,0.007976,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.245800,0.012582,0.111890,0.014803,0.241623,0.017321,1.000000,0.000000,0.854167,0.075104
oracle_mechanics_preserving_planner,predicate_noise_shift,1,48,0.551541,0.015891,0.175684,0.006447,0.143654,0.007749,1.000000,0.000000,0.875000,0.094551,0.000000,0.000000,0.000000,0.000000,0.245800,0.012582,0.111543,0.014719,0.242977,0.017289,1.000000,0.000000,0.868056,0.072758
